interaction_id,contact_id,interaction_date,interaction_type,details
40700,003XX00000aKV6lUHI,2023-04-11,phone_call,Left voicemail
40701,003XX00000aKV6lUHI,2024-11-22,email_click,Clicked journal article link
40702,003XX00000aKV6lUHI,2020-10-09,email_click,Clicked event registration link
40703,003XX00000SLGt5ilv,2025-03-23,phone_call,
40704,003XX00000SLGt5ilv,2024-11-26,phone_call,Thank-you call after Year-End gift
40705,003XX00000SLGt5ilv,2024-04-20,email_click,
40706,003XX00000SLGt5ilv,2022-05-11,phone_call,Thank-you call after Year-End gift
40707,003XX00000SLGt5ilv,2023-04-27,meeting,Phone meeting rescheduled
40708,003XX00000SLGt5ilv,2025-10-23,event_attended,Homecoming Reception 2023
40709,003XX00000SLGt5ilv,2024-02-05,event_attended,Homecoming Reception 2023
40710,003XX00000SLGt5ilv,2020-06-28,mail_sent,Planned giving brochure
40711,003XX00000SLGt5ilv,2020-01-10,phone_call,Outreach about Planned Giving Society
40712,003XX00000SLGt5ilv,2022-11-25,event_attended,Virtual Symposium on Culture & Democracy
40713,003XX00000QfO7Abux,2021-05-03,email_open,Spring fundraising newsletter
40714,003XX00000QfO7Abux,2021-01-27,event_attended,Book Launch event
40715,003XX00000QfO7Abux,2022-04-19,email_open,Year-End Appeal 2023
40716,003XX00000b4nZaVz6,2022-03-12,email_open,Annual Fund thank-you
40717,003XX00000b4nZaVz6,2021-07-05,email_open,Spring fundraising newsletter
40718,003XX00000b4nZaVz6,2022-03-15,email_open,Annual Fund thank-you
40719,003XX00000b4nZaVz6,2020-01-28,event_attended,Virtual Symposium on Culture & Democracy
40720,003XX00000b4nZaVz6,2020-10-12,mail_sent,Holiday card
40721,003XX00000b4nZaVz6,2021-12-22,mail_sent,Hedgehog Review print copy
40722,003XX00000hOdsclNh,2024-08-26,phone_call,Left voicemail
40723,003XX00000hOdsclNh,2020-11-23,event_attended,Virtual Symposium on Culture & Democracy
40724,003XX00000hOdsclNh,2024-12-06,mail_sent,Hedgehog Review print copy
40725,003XX00000WW1Cdmmz,2023-12-19,email_open,Annual event invitation
40726,003XX00000WW1Cdmmz,2021-01-06,event_attended,Spring Gala 2022
40727,003XX00000WW1Cdmmz,2024-04-23,meeting,Cultivation lunch
40728,003XX00000WW1Cdmmz,2023-02-19,event_attended,Spring Gala 2022
40729,003XX00000WW1Cdmmz,2020-04-26,meeting,Major gift conversation – preliminary
40730,003XX00000WW1Cdmmz,2023-03-17,event_attended,Homecoming Reception 2023
40731,003XX00000WW1Cdmmz,2022-01-05,email_click,Clicked event registration link
40732,003XX00000WW1Cdmmz,2026-02-04,meeting,Major gift conversation – preliminary
40733,003XX000007XVGn0L4,2021-05-09,email_open,Spring fundraising newsletter
40734,003XX000007XVGn0L4,2025-04-24,email_open,Spring fundraising newsletter
40735,003XX000007XVGn0L4,2020-05-02,meeting,Introductory meeting with development director
40736,003XX00000yHKFgN1X,2020-02-22,mail_sent,Holiday card
40737,003XX00000yHKFgN1X,2020-04-03,phone_call,Outreach about Planned Giving Society
40738,003XX00000dD1XyfPC,2026-02-22,email_open,Journal issue announcement
40739,003XX00000YIG1wrBY,2025-04-05,phone_call,Outreach about Planned Giving Society
40740,003XX00000YIG1wrBY,2021-03-08,meeting,Cultivation lunch
40741,003XX00000jGd8nD3b,2024-10-06,email_click,Clicked journal article link
40742,003XX00000jGd8nD3b,2020-08-23,meeting,Phone meeting rescheduled
40743,003XX00000jGd8nD3b,2024-10-24,email_open,Year-End Appeal 2023
40744,003XX00000jGd8nD3b,2024-01-06,email_click,Clicked event registration link
40745,003XX00000jGd8nD3b,2021-10-23,email_click,Clicked event registration link
40746,003XX00000jGd8nD3b,2020-12-06,mail_sent,Planned giving brochure
40747,003XX00000a6jwZNXU,2024-04-25,mail_sent,Hedgehog Review print copy
40748,003XX00000a6jwZNXU,2022-01-17,meeting,Cultivation lunch
40749,003XX00000a6jwZNXU,2026-01-15,event_attended,Spring Gala 2023
40750,003XX00000a6jwZNXU,2023-04-25,mail_sent,Holiday card
40751,003XX00000a6jwZNXU,2025-05-15,meeting,Introductory meeting with development director
40752,003XX00000a6jwZNXU,2025-04-26,meeting,Major gift conversation – preliminary
40753,003XX00000a6jwZNXU,2022-04-26,email_open,Spring fundraising newsletter
40754,003XX00000a6jwZNXU,2026-02-08,phone_call,
40755,003XX00000a6jwZNXU,2025-07-03,email_click,
40756,003XX00000a6jwZNXU,2026-01-15,event_attended,Spring Gala 2022
40757,003XX00000a6jwZNXU,2022-11-09,event_attended,Virtual Symposium on Culture & Democracy
40758,003XX00000a6jwZNXU,2020-11-27,email_open,Annual event invitation
40759,003XX00000a6jwZNXU,2024-10-26,email_open,
40760,003XX00000a6jwZNXU,2023-07-22,email_open,
40761,003XX00000a6jwZNXU,2022-12-25,event_attended,Spring Gala 2023
40762,003XX00000FufzucxE,2023-12-13,mail_sent,Planned giving brochure
40763,003XX00000FufzucxE,2024-10-14,email_open,Annual event invitation
40764,003XX00000FufzucxE,2021-03-04,email_open,
40765,003XX00000FufzucxE,2022-07-25,event_attended,Homecoming Reception 2023
40766,003XX00000FufzucxE,2021-11-09,email_click,Clicked event registration link
40767,003XX00000FufzucxE,2023-11-25,email_click,Clicked event registration link
40768,003XX00000ACWu09QR,2022-05-26,mail_sent,Stewardship impact report
40769,003XX00000ACWu09QR,2026-01-17,email_click,Clicked journal article link
40770,003XX00000ACWu09QR,2025-03-23,email_click,Clicked journal article link
40771,003XX00000ACWu09QR,2025-04-20,email_open,Spring fundraising newsletter
40772,003XX00000ZyD6DtRO,2024-01-25,meeting,Major gift conversation – preliminary
40773,003XX00000ZyD6DtRO,2024-02-10,mail_sent,Planned giving brochure
40774,003XX000007P810NhG,2020-09-29,meeting,Cultivation lunch
40775,003XX000007P810NhG,2020-06-12,event_attended,Book Launch event
40776,003XX00000GxgcdTng,2021-07-02,meeting,Cultivation lunch
40777,003XX00000GxgcdTng,2024-08-14,phone_call,Thank-you call after Year-End gift
40778,003XX00000GxgcdTng,2020-10-02,email_click,
40779,003XX00000GxgcdTng,2024-10-24,phone_call,Follow-up on lapsed donor reengagement
40780,003XX00000GxgcdTng,2025-03-02,email_click,Clicked donate button
40781,003XX00000hQVY8Avh,2024-08-31,mail_sent,Hedgehog Review print copy
40782,003XX00000hQVY8Avh,2023-01-18,mail_sent,Planned giving brochure
40783,003XX000000IVswbyE,2025-10-02,email_click,Clicked donate button
40784,003XX000000IVswbyE,2021-06-23,event_attended,Spring Gala 2022
40785,003XX000000IVswbyE,2022-03-12,event_attended,Virtual Symposium on Culture & Democracy
40786,003XX000000IVswbyE,2025-01-25,event_attended,Homecoming Reception 2023
40787,003XX000000IVswbyE,2024-02-07,meeting,Major gift conversation – preliminary
40788,003XX000000IVswbyE,2022-09-27,email_open,Annual Fund thank-you
40789,003XX000000IVswbyE,2023-03-14,email_click,Clicked donate button
40790,003XX000000IVswbyE,2020-09-05,email_click,
40791,003XX000000IVswbyE,2021-10-01,mail_sent,Planned giving brochure
40792,003XX000000IVswbyE,2025-01-26,phone_call,Left voicemail
40793,003XX000005wV9doHp,2020-03-04,phone_call,Outreach about Planned Giving Society
40794,003XX000005wV9doHp,2025-04-22,mail_sent,Holiday card
40795,003XX000005wV9doHp,2022-01-21,email_open,Spring fundraising newsletter
40796,003XX000005wV9doHp,2021-03-23,phone_call,Left voicemail
40797,003XX000005wV9doHp,2021-11-30,event_attended,Book Launch event
40798,003XX000005wV9doHp,2020-11-18,phone_call,Thank-you call after Year-End gift
40799,003XX000005wV9doHp,2020-07-03,event_attended,Book Launch event
40800,003XX00000YC4qUxok,2022-07-09,meeting,Stewardship call – discussed giving impact
40801,003XX00000YC4qUxok,2022-03-28,email_click,Clicked journal article link
40802,003XX00000YC4qUxok,2022-10-29,mail_sent,Stewardship impact report
40803,003XX00000YC4qUxok,2023-01-15,phone_call,Follow-up on lapsed donor reengagement
40804,003XX00000YC4qUxok,2021-01-16,phone_call,Outreach about Planned Giving Society
40805,003XX00000YC4qUxok,2022-11-27,mail_sent,Stewardship impact report
40806,003XX00000YC4qUxok,2024-04-12,meeting,Phone meeting rescheduled
40807,003XX00000YC4qUxok,2020-04-14,meeting,Major gift conversation – preliminary
40808,003XX00000Tr6TU6eL,2022-05-09,email_open,Spring fundraising newsletter
40809,003XX00000Tr6TU6eL,2020-03-08,meeting,Introductory meeting with development director
40810,003XX00000Tr6TU6eL,2023-11-20,meeting,Major gift conversation – preliminary
40811,003XX00000g1PLFJxg,2024-07-24,mail_sent,Hedgehog Review print copy
40812,003XX00000g1PLFJxg,2022-12-13,phone_call,Outreach about Planned Giving Society
40813,003XX00000aFgAjyEE,2023-04-03,email_click,Clicked donate button
40814,003XX00000aFgAjyEE,2024-08-23,meeting,Stewardship call – discussed giving impact
40815,003XX00000aFgAjyEE,2020-01-16,event_attended,Spring Gala 2023
40816,003XX00000lCGTGuPd,2025-03-12,phone_call,
40817,003XX00000lCGTGuPd,2024-03-12,phone_call,Outreach about Planned Giving Society
40818,003XX00000lCGTGuPd,2025-05-25,email_click,Clicked journal article link
40819,003XX00000lCGTGuPd,2025-04-07,mail_sent,Planned giving brochure
40820,003XX00000lCGTGuPd,2024-09-23,phone_call,Outreach about Planned Giving Society
40821,003XX00000lCGTGuPd,2025-12-08,phone_call,Follow-up on lapsed donor reengagement
40822,003XX00000lCGTGuPd,2025-04-25,phone_call,Thank-you call after Year-End gift
40823,003XX00000lCGTGuPd,2025-06-10,event_attended,Spring Gala 2023
40824,003XX00000lCGTGuPd,2024-02-11,meeting,Introductory meeting with development director
40825,003XX00000lCGTGuPd,2023-03-26,phone_call,Follow-up on lapsed donor reengagement
40826,003XX00000b72Bk34K,2025-08-25,email_open,Annual Fund thank-you
40827,003XX00000b72Bk34K,2024-12-22,meeting,Introductory meeting with development director
40828,003XX00000b72Bk34K,2025-07-26,email_click,Clicked donate button
40829,003XX00000b72Bk34K,2022-02-09,event_attended,Spring Gala 2023
40830,003XX00000b72Bk34K,2025-08-10,event_attended,Book Launch event
40831,003XX00000cB0jmN1p,2021-01-01,event_attended,Book Launch event
40832,003XX00000cB0jmN1p,2026-02-18,meeting,Cultivation lunch
40833,003XX00000cB0jmN1p,2020-02-29,mail_sent,Planned giving brochure
40834,003XX00000cB0jmN1p,2025-12-17,phone_call,Left voicemail
40835,003XX00000cB0jmN1p,2024-03-06,event_attended,Spring Gala 2022
40836,003XX00000cB0jmN1p,2022-11-28,email_click,Clicked donate button
40837,003XX00000cB0jmN1p,2020-01-22,email_open,Year-End Appeal 2023
40838,003XX00000cB0jmN1p,2024-01-13,email_open,Journal issue announcement
40839,003XX00000cB0jmN1p,2020-06-28,email_open,Annual event invitation
40840,003XX00000cB0jmN1p,2021-11-02,mail_sent,Planned giving brochure
40841,003XX00000cB0jmN1p,2025-12-19,email_click,Clicked donate button
40842,003XX00000cB0jmN1p,2025-05-07,phone_call,Thank-you call after Year-End gift
40843,003XX00000lsLkBRi1,2022-10-04,event_attended,Spring Gala 2022
40844,003XX00000lsLkBRi1,2024-04-26,mail_sent,Annual Fund appeal letter
40845,003XX00000lsLkBRi1,2023-01-01,mail_sent,Planned giving brochure
40846,003XX00000lsLkBRi1,2020-09-20,meeting,Phone meeting rescheduled
40847,003XX00000emAXCCzl,2024-03-02,event_attended,Homecoming Reception 2023
40848,003XX00000emAXCCzl,2023-10-12,phone_call,
40849,003XX00000emAXCCzl,2020-05-19,meeting,Major gift conversation – preliminary
40850,003XX00000emAXCCzl,2024-01-30,event_attended,Spring Gala 2023
40851,003XX00000emAXCCzl,2021-05-04,email_open,Annual event invitation
40852,003XX00000emAXCCzl,2025-03-31,event_attended,Book Launch event
40853,003XX00000emAXCCzl,2022-10-23,event_attended,Virtual Symposium on Culture & Democracy
40854,003XX00000emAXCCzl,2022-05-14,email_click,
40855,003XX00000emAXCCzl,2020-04-03,email_open,Annual Fund thank-you
40856,003XX00000emAXCCzl,2025-11-04,event_attended,Spring Gala 2023
40857,003XX00000vY2QPttO,2021-06-08,phone_call,Thank-you call after Year-End gift
40858,003XX00000vY2QPttO,2025-08-13,meeting,Phone meeting rescheduled
40859,003XX00000vY2QPttO,2023-01-09,event_attended,Homecoming Reception 2023
40860,003XX00000vY2QPttO,2022-08-17,email_open,Annual Fund thank-you
40861,003XX00000vY2QPttO,2026-01-16,phone_call,Thank-you call after Year-End gift
40862,003XX00000vY2QPttO,2025-07-08,email_click,Clicked donate button
40863,003XX000003ZuHGpcL,2024-09-19,email_open,Annual event invitation
40864,003XX000003ZuHGpcL,2020-12-23,email_open,Annual event invitation
40865,003XX000002FZ1cKrH,2024-09-22,email_open,Journal issue announcement
40866,003XX000002FZ1cKrH,2024-10-30,email_click,Clicked donate button
40867,003XX000002FZ1cKrH,2021-06-07,event_attended,Spring Gala 2022
40868,003XX00000wmEuSQhi,2024-09-23,email_open,Journal issue announcement
40869,003XX00000wmEuSQhi,2023-04-01,meeting,Stewardship call – discussed giving impact
40870,003XX00000wmEuSQhi,2025-10-29,mail_sent,Planned giving brochure
40871,003XX00000wmEuSQhi,2023-05-20,meeting,Cultivation lunch
40872,003XX00000wmEuSQhi,2026-01-15,email_open,
40873,003XX00000Wlcairrp,2021-04-29,event_attended,Spring Gala 2022
40874,003XX00000Wlcairrp,2020-05-18,meeting,Cultivation lunch
40875,003XX00000Wlcairrp,2025-09-09,phone_call,Left voicemail
40876,003XX00000Wlcairrp,2023-01-20,event_attended,Book Launch event
40877,003XX00000Wlcairrp,2022-07-15,email_click,Clicked journal article link
40878,003XX00000Wlcairrp,2020-08-11,email_open,Annual Fund thank-you
40879,003XX00000Wlcairrp,2022-07-26,meeting,Introductory meeting with development director
40880,003XX00000a1HnibPc,2024-11-14,event_attended,Homecoming Reception 2023
40881,003XX00000a1HnibPc,2024-11-07,event_attended,Spring Gala 2022
40882,003XX00000a1HnibPc,2023-09-20,event_attended,Spring Gala 2022
40883,003XX00000a1HnibPc,2024-12-29,event_attended,Spring Gala 2022
40884,003XX00000a1HnibPc,2022-06-11,mail_sent,Holiday card
40885,003XX00000a1HnibPc,2026-01-14,phone_call,Outreach about Planned Giving Society
40886,003XX00000a1HnibPc,2024-11-09,mail_sent,Hedgehog Review print copy
40887,003XX00000a1HnibPc,2024-10-24,meeting,Major gift conversation – preliminary
40888,003XX00000a1HnibPc,2021-08-12,meeting,Major gift conversation – preliminary
40889,003XX0000092a4jFpu,2020-01-30,event_attended,Spring Gala 2023
40890,003XX00000I58y3n9P,2024-07-01,mail_sent,Hedgehog Review print copy
40891,003XX00000I58y3n9P,2024-09-13,phone_call,Thank-you call after Year-End gift
40892,003XX00000I58y3n9P,2020-08-02,email_click,Clicked donate button
40893,003XX00000I58y3n9P,2025-09-29,meeting,Major gift conversation – preliminary
40894,003XX00000rkp8cc6V,2024-02-22,email_click,Clicked journal article link
40895,003XX00000rkp8cc6V,2023-03-27,mail_sent,Stewardship impact report
40896,003XX00000WRke1b6N,2024-01-08,phone_call,Follow-up on lapsed donor reengagement
40897,003XX00000WRke1b6N,2025-01-12,meeting,Phone meeting rescheduled
40898,003XX00000WRke1b6N,2025-12-25,meeting,Major gift conversation – preliminary
40899,003XX00000WRke1b6N,2023-08-04,event_attended,Homecoming Reception 2023
40900,003XX00000WRke1b6N,2025-06-11,meeting,Cultivation lunch
40901,003XX00000WRke1b6N,2025-10-22,event_attended,Spring Gala 2022
40902,003XX00000WRke1b6N,2021-06-22,meeting,Phone meeting rescheduled
40903,003XX00000WRke1b6N,2025-06-17,mail_sent,Stewardship impact report
40904,003XX00000WRke1b6N,2020-02-07,phone_call,Follow-up on lapsed donor reengagement
40905,003XX00000WRke1b6N,2021-12-14,phone_call,Left voicemail
40906,003XX00000WRke1b6N,2021-05-17,email_open,Year-End Appeal 2023
40907,003XX00000WRke1b6N,2021-04-23,mail_sent,Holiday card
40908,003XX00000rhElDv7B,2024-12-31,meeting,Introductory meeting with development director
40909,003XX00000rhElDv7B,2020-10-25,event_attended,Spring Gala 2022
40910,003XX00000rhElDv7B,2025-03-06,email_open,Annual event invitation
40911,003XX00000rhElDv7B,2023-05-01,meeting,Major gift conversation – preliminary
40912,003XX00000rhElDv7B,2024-01-04,email_open,Spring fundraising newsletter
40913,003XX00000qaQZ0IMi,2020-07-25,email_click,
40914,003XX00000qaQZ0IMi,2024-07-10,mail_sent,Holiday card
40915,003XX000000KcR4WxY,2025-09-16,meeting,Phone meeting rescheduled
40916,003XX000000KcR4WxY,2025-08-16,email_open,Annual event invitation
40917,003XX000000KcR4WxY,2022-05-22,mail_sent,Holiday card
40918,003XX000000KcR4WxY,2022-05-16,event_attended,Spring Gala 2023
40919,003XX000000KcR4WxY,2025-01-04,email_open,Journal issue announcement
40920,003XX000000KcR4WxY,2024-02-14,phone_call,Follow-up on lapsed donor reengagement
40921,003XX000000KcR4WxY,2025-05-28,meeting,Cultivation lunch
40922,003XX00000xFkRmGI0,2020-09-08,email_open,Annual event invitation
40923,003XX00000xFkRmGI0,2022-03-12,phone_call,Outreach about Planned Giving Society
40924,003XX00000xFkRmGI0,2023-10-24,event_attended,Spring Gala 2023
40925,003XX00000xFkRmGI0,2022-05-27,event_attended,Book Launch event
40926,003XX00000xFkRmGI0,2024-01-19,meeting,Cultivation lunch
40927,003XX00000xFkRmGI0,2021-12-08,email_open,Year-End Appeal 2023
40928,003XX00000R4Hh4CAB,2021-02-06,phone_call,
40929,003XX00000R4Hh4CAB,2025-01-14,event_attended,Spring Gala 2023
40930,003XX00000QlYyah7O,2023-04-25,event_attended,Spring Gala 2023
40931,003XX00000QlYyah7O,2025-06-02,email_open,Year-End Appeal 2023
40932,003XX00000QlYyah7O,2025-12-27,phone_call,Thank-you call after Year-End gift
40933,003XX00000QlYyah7O,2023-09-16,email_open,Annual event invitation
40934,003XX00000QlYyah7O,2022-12-04,email_open,Journal issue announcement
40935,003XX00000HQjO8Tpj,2021-07-19,meeting,Major gift conversation – preliminary
40936,003XX00000HQjO8Tpj,2021-06-13,email_click,Clicked event registration link
40937,003XX00000HQjO8Tpj,2021-02-05,email_click,Clicked journal article link
40938,003XX00000HQjO8Tpj,2025-01-19,email_click,Clicked journal article link
40939,003XX00000HQjO8Tpj,2025-06-01,phone_call,Thank-you call after Year-End gift
40940,003XX00000HQjO8Tpj,2022-05-12,mail_sent,Annual Fund appeal letter
40941,003XX00000XmcjRQ60,2025-03-13,mail_sent,Hedgehog Review print copy
40942,003XX00000XmcjRQ60,2024-07-18,meeting,Introductory meeting with development director
40943,003XX00000XmcjRQ60,2022-11-09,event_attended,Book Launch event
40944,003XX00000XmcjRQ60,2020-04-14,email_open,
40945,003XX00000XmcjRQ60,2025-03-02,mail_sent,Hedgehog Review print copy
40946,003XX00000XmcjRQ60,2023-10-15,phone_call,Thank-you call after Year-End gift
40947,003XX00000XmcjRQ60,2021-01-26,email_open,Year-End Appeal 2023
40948,003XX00000XmcjRQ60,2020-09-22,event_attended,Book Launch event
40949,003XX00000XmcjRQ60,2022-08-03,mail_sent,Holiday card
40950,003XX00000XmcjRQ60,2022-01-01,phone_call,Thank-you call after Year-End gift
40951,003XX00000XmcjRQ60,2025-10-09,mail_sent,Holiday card
40952,003XX00000XmcjRQ60,2022-12-15,mail_sent,Stewardship impact report
40953,003XX00000XmcjRQ60,2022-05-24,meeting,Stewardship call – discussed giving impact
40954,003XX00000XmcjRQ60,2020-04-22,meeting,Cultivation lunch
40955,003XX00000XmcjRQ60,2025-09-06,mail_sent,Stewardship impact report
40956,003XX00000fvTL4RRK,2023-10-13,email_open,Journal issue announcement
40957,003XX00000fvTL4RRK,2021-12-14,mail_sent,Stewardship impact report
40958,003XX00000fvTL4RRK,2025-08-14,event_attended,Virtual Symposium on Culture & Democracy
40959,003XX00000fvTL4RRK,2022-06-04,event_attended,Homecoming Reception 2023
40960,003XX00000fvTL4RRK,2024-01-12,event_attended,Book Launch event
40961,003XX00000fvTL4RRK,2021-05-01,phone_call,Follow-up on lapsed donor reengagement
40962,003XX00000fvTL4RRK,2024-08-02,meeting,Stewardship call – discussed giving impact
40963,003XX00000fvTL4RRK,2023-11-14,email_open,Spring fundraising newsletter
40964,003XX00000fvTL4RRK,2022-12-16,meeting,Introductory meeting with development director
40965,003XX00000fvTL4RRK,2022-02-09,event_attended,Homecoming Reception 2023
40966,003XX00000fvTL4RRK,2023-02-27,email_open,Journal issue announcement
40967,003XX00000fvTL4RRK,2024-06-29,email_click,Clicked journal article link
40968,003XX00000fvTL4RRK,2022-01-13,phone_call,Outreach about Planned Giving Society
40969,003XX00000fvTL4RRK,2025-09-05,mail_sent,Holiday card
40970,003XX00000fvTL4RRK,2026-01-15,mail_sent,Stewardship impact report
40971,003XX00000fvTL4RRK,2020-06-14,mail_sent,Annual Fund appeal letter
40972,003XX00000gJCicrOC,2026-02-06,phone_call,
40973,003XX00000gJCicrOC,2024-11-04,meeting,Introductory meeting with development director
40974,003XX00000gtSonpmG,2021-08-04,mail_sent,Holiday card
40975,003XX00000gtSonpmG,2023-03-18,event_attended,Spring Gala 2022
40976,003XX00000gtSonpmG,2022-05-04,event_attended,Book Launch event
40977,003XX00000gtSonpmG,2021-03-26,phone_call,Left voicemail
40978,003XX00000gtSonpmG,2021-08-04,mail_sent,Hedgehog Review print copy
40979,003XX00000gtSonpmG,2024-08-27,email_open,Year-End Appeal 2023
40980,003XX00000gtSonpmG,2021-10-15,email_click,Clicked journal article link
40981,003XX00000gtSonpmG,2021-12-17,phone_call,Outreach about Planned Giving Society
40982,003XX00000f8bJTN23,2020-02-26,email_click,Clicked donate button
40983,003XX00000f8bJTN23,2024-04-06,mail_sent,Planned giving brochure
40984,003XX00000f8bJTN23,2024-11-13,phone_call,Thank-you call after Year-End gift
40985,003XX00000ZPPRbdlg,2022-05-21,email_open,Annual event invitation
40986,003XX00000ZPPRbdlg,2023-08-11,mail_sent,Planned giving brochure
40987,003XX00000ZPPRbdlg,2025-03-23,email_click,Clicked donate button
40988,003XX00000ZPPRbdlg,2025-05-04,email_click,
40989,003XX00000ZPPRbdlg,2020-08-26,email_open,Annual Fund thank-you
40990,003XX00000HgfTLHh3,2025-11-22,meeting,Stewardship call – discussed giving impact
40991,003XX00000HgfTLHh3,2024-07-01,email_open,Annual event invitation
40992,003XX00000HgfTLHh3,2024-01-15,email_click,
40993,003XX00000HgfTLHh3,2023-01-04,event_attended,Homecoming Reception 2023
40994,003XX00000HgfTLHh3,2023-09-03,event_attended,Book Launch event
40995,003XX00000HgfTLHh3,2021-07-17,phone_call,Thank-you call after Year-End gift
40996,003XX00000k2SLm3Bc,2024-05-10,event_attended,Spring Gala 2022
40997,003XX00000k2SLm3Bc,2022-04-21,email_click,Clicked journal article link
40998,003XX00000k2SLm3Bc,2022-05-08,phone_call,
40999,003XX00000k2SLm3Bc,2025-11-23,phone_call,Follow-up on lapsed donor reengagement
41000,003XX00000k2SLm3Bc,2024-06-01,event_attended,Virtual Symposium on Culture & Democracy
41001,003XX00000KEAFugty,2021-04-01,email_click,
41002,003XX00000KEAFugty,2022-04-12,meeting,Introductory meeting with development director
41003,003XX00000KEAFugty,2023-08-31,meeting,Introductory meeting with development director
41004,003XX00000KEAFugty,2020-02-01,event_attended,Book Launch event
41005,003XX00000KEAFugty,2020-03-27,phone_call,Follow-up on lapsed donor reengagement
41006,003XX00000KEAFugty,2023-03-02,mail_sent,Annual Fund appeal letter
41007,003XX00000KEAFugty,2025-10-09,meeting,Phone meeting rescheduled
41008,003XX00000KEAFugty,2024-07-31,phone_call,Left voicemail
41009,003XX00000KEAFugty,2023-12-30,email_open,Spring fundraising newsletter
41010,003XX00000KEAFugty,2025-03-13,email_open,Spring fundraising newsletter
41011,003XX0000007Pddatu,2022-10-22,email_click,
41012,003XX0000007Pddatu,2021-10-15,email_click,Clicked donate button
41013,003XX0000007Pddatu,2021-11-05,email_open,
41014,003XX0000007Pddatu,2021-02-08,mail_sent,Hedgehog Review print copy
41015,003XX0000007Pddatu,2020-09-01,event_attended,Virtual Symposium on Culture & Democracy
41016,003XX00000k0xWBeLN,2024-10-16,email_open,Year-End Appeal 2023
41017,003XX00000k0xWBeLN,2023-02-12,email_open,Annual Fund thank-you
41018,003XX00000k0xWBeLN,2024-10-13,email_open,Annual Fund thank-you
41019,003XX00000k0xWBeLN,2021-04-28,email_click,
41020,003XX00000k0xWBeLN,2022-02-17,mail_sent,Holiday card
41021,003XX00000k0xWBeLN,2022-04-03,phone_call,Thank-you call after Year-End gift
41022,003XX00000k0xWBeLN,2023-08-16,meeting,Cultivation lunch
41023,003XX00000k0xWBeLN,2023-09-19,phone_call,Follow-up on lapsed donor reengagement
41024,003XX00000Er3NSs0w,2021-10-16,phone_call,
41025,003XX00000Er3NSs0w,2025-08-10,meeting,Stewardship call – discussed giving impact
41026,003XX00000Er3NSs0w,2023-11-18,meeting,Stewardship call – discussed giving impact
41027,003XX00000Er3NSs0w,2020-11-19,email_open,Annual event invitation
41028,003XX00000Er3NSs0w,2025-09-02,event_attended,Book Launch event
41029,003XX00000Er3NSs0w,2024-09-03,mail_sent,Stewardship impact report
41030,003XX00000Er3NSs0w,2024-04-23,email_open,
41031,003XX00000Er3NSs0w,2026-02-01,meeting,Cultivation lunch
41032,003XX00000Er3NSs0w,2025-12-19,mail_sent,Holiday card
41033,003XX00000Er3NSs0w,2025-04-10,email_click,Clicked event registration link
41034,003XX00000Er3NSs0w,2024-03-27,phone_call,Left voicemail
41035,003XX00000kPiCJAf3,2024-04-21,event_attended,Spring Gala 2022
41036,003XX00000kPiCJAf3,2021-04-09,event_attended,Spring Gala 2022
41037,003XX00000kPiCJAf3,2022-05-02,phone_call,Follow-up on lapsed donor reengagement
41038,003XX00000kPiCJAf3,2023-01-10,email_click,
41039,003XX00000kPiCJAf3,2024-08-21,email_click,Clicked journal article link
41040,003XX00000kPiCJAf3,2022-03-27,email_open,Annual event invitation
41041,003XX00000kPiCJAf3,2021-05-22,email_open,Spring fundraising newsletter
41042,003XX00000kPiCJAf3,2023-01-04,email_open,Annual Fund thank-you
41043,003XX00000kPiCJAf3,2026-02-01,phone_call,Outreach about Planned Giving Society
41044,003XX00000IJrifFBD,2024-02-07,phone_call,Thank-you call after Year-End gift
41045,003XX00000IJrifFBD,2020-07-24,event_attended,Book Launch event
41046,003XX00000IJrifFBD,2024-11-09,meeting,Stewardship call – discussed giving impact
41047,003XX00000ivc1ifgM,2020-11-18,mail_sent,Stewardship impact report
41048,003XX00000ivc1ifgM,2024-07-03,phone_call,Thank-you call after Year-End gift
41049,003XX00000JEi0vVwx,2025-04-25,email_click,
41050,003XX00000JEi0vVwx,2020-05-23,email_open,
41051,003XX00000JEi0vVwx,2023-01-19,email_open,Annual event invitation
41052,003XX00000JEi0vVwx,2022-07-05,email_open,Spring fundraising newsletter
41053,003XX00000yZUpHBNj,2024-02-04,email_open,Annual event invitation
41054,003XX00000yZUpHBNj,2025-12-20,email_open,Journal issue announcement
41055,003XX00000yZUpHBNj,2023-03-18,email_click,Clicked journal article link
41056,003XX00000gjTQfCOy,2024-09-18,email_open,Annual event invitation
41057,003XX00000gjTQfCOy,2020-03-06,email_click,Clicked donate button
41058,003XX00000gjTQfCOy,2022-11-29,meeting,Stewardship call – discussed giving impact
41059,003XX00000gjTQfCOy,2021-01-07,phone_call,
41060,003XX00000gjTQfCOy,2022-11-03,meeting,Cultivation lunch
41061,003XX00000gjTQfCOy,2025-06-27,email_click,
41062,003XX00000dZ1VJTcO,2021-06-08,event_attended,Homecoming Reception 2023
41063,003XX00000dZ1VJTcO,2021-05-19,event_attended,Homecoming Reception 2023
41064,003XX00000dZ1VJTcO,2020-04-21,event_attended,Book Launch event
41065,003XX00000dZ1VJTcO,2025-08-10,mail_sent,Holiday card
